Airline,Origin,Dest,typical_distance
AA,DFW,SDF,733.0
AA,DFW,SEA,1660.0
AA,DFW,SFO,1464.0
AA,DFW,SJC,1438.0
AA,DFW,SJU,2165.0
AA,DFW,SLC,989.0
AA,DFW,SMF,1431.0
AA,DFW,SNA,1205.0
AA,DFW,SRQ,945.0
AA,DFW,STL,550.0
AA,DFW,STS,1495.0
AA,DFW,STT,2225.0
AA,DFW,SYR,1336.0
AA,DFW,TPA,929.0
AA,DFW,TUL,237.0
AA,DFW,TUS,813.0
AA,DFW,TVC,1022.0
AA,DFW,TYS,772.0
AA,DFW,VPS,641.0
AA,DFW,XNA,280.0
AA,DRO,DFW,674.0
AA,DSM,CLT,815.0
AA,DSM,DFW,624.0
AA,DSM,ORD,299.0
AA,DSM,PHX,1150.0
AA,DTW,AUS,1149.0
AA,DTW,CLT,500.0
AA,DTW,DFW,986.0
AA,DTW,LAX,1979.0
AA,DTW,LGA,502.0
AA,DTW,MIA,1145.0
AA,DTW,ORD,235.0
AA,DTW,PHL,453.0
AA,DTW,PHX,1671.0
AA,ECP,CLT,437.0
AA,ECP,DCA,769.0
AA,ECP,DFW,685.0
AA,EGE,DFW,721.0
AA,EGE,JFK,1746.0
AA,EGE,LAX,748.0
AA,EGE,MIA,1810.0
AA,EGE,ORD,1007.0
AA,ELP,DFW,551.0
AA,ELP,LAX,715.0
AA,ELP,ORD,1236.0
AA,ELP,PHX,347.0
AA,EUG,CMH,2072.0
AA,EUG,DFW,1606.0
AA,EUG,PHX,952.0
AA,EWR,CLT,529.0
AA,EWR,DFW,1372.0
AA,EWR,MIA,1085.0
AA,EWR,ORD,719.0
AA,EWR,PHX,2133.0
AA,EYW,CLT,736.0
AA,EYW,DCA,1023.0
AA,EYW,DFW,1089.0
AA,EYW,MIA,126.0
AA,EYW,PHL,1121.0
AA,FAT,DFW,1313.0
AA,FAT,PHX,493.0
AA,FCA,DFW,1390.0
AA,FCA,ORD,1352.0
AA,FLL,CLT,632.0
AA,FLL,DCA,899.0
AA,FLL,DFW,1119.0
AA,FLL,ORD,1182.0
AA,FLL,PHL,992.0
AA,FSD,DFW,737.0
AA,GEG,CLT,2060.0
AA,GEG,DFW,1477.0
AA,GEG,PHX,1020.0
AA,GRR,CLT,583.0
AA,GRR,DFW,931.0
AA,GRR,MIA,1214.0
AA,GRR,ORD,137.0
AA,GRR,PHX,1574.0
AA,GSO,CLT,83.0
AA,GSO,DFW,999.0
AA,GSP,CLT,75.0
AA,GSP,DFW,862.0
AA,GUC,DFW,678.0
AA,HDN,DFW,769.0
AA,HNL,DFW,3784.0
AA,HNL,LAX,2556.0
AA,HNL,PHX,2917.0
AA,HSV,DFW,603.0
AA,IAD,CLT,322.0
AA,IAD,DFW,1172.0
AA,IAH,CLT,912.0
AA,IAH,DFW,224.0
AA,IAH,MIA,964.0
AA,IAH,ORD,925.0
AA,IAH,PHL,1325.0
AA,IAH,PHX,1009.0
AA,ICT,DFW,328.0
AA,ICT,PHX,870.0
AA,ILM,CLT,185.0
AA,ILM,DFW,1106.0
AA,IND,CLT,427.0
AA,IND,DCA,500.0
AA,IND,DFW,761.0
AA,IND,LAX,1814.0
AA,IND,MIA,1020.0
AA,IND,MSY,707.0
AA,IND,ORD,177.0
AA,IND,PHL,588.0
AA,IND,PHX,1488.0
AA,JAC,CLT,1685.0
AA,JAC,DFW,1047.0
AA,JAC,ORD,1162.0
AA,JAX,CLT,328.0
AA,JAX,DCA,634.0
AA,JAX,DFW,918.0
AA,JAX,MIA,335.0
AA,JAX,ORD,864.0
AA,JAX,PHL,742.0
AA,JAX,PHX,1786.0
AA,JFK,AUS,1521.0
AA,JFK,BOS,187.0
AA,JFK,CLT,541.0
AA,JFK,DFW,1391.0
AA,JFK,EGE,1746.0
AA,JFK,LAS,2248.0
AA,JFK,LAX,2475.0
AA,JFK,MIA,1089.0
AA,JFK,ORD,740.0
AA,JFK,PHX,2153.0
AA,JFK,RDU,427.0
AA,JFK,SFO,2586.0
AA,JFK,SNA,2454.0
AA,JFK,STT,1623.0
AA,KOA,LAX,2504.0
AA,KOA,PHX,2860.0
AA,LAS,AUS,1090.0
AA,LAS,CLT,1916.0
AA,LAS,DCA,2089.0
AA,LAS,DFW,1055.0
AA,LAS,JFK,2248.0
AA,LAS,LAX,236.0
AA,LAS,MCI,1139.0
AA,LAS,MIA,2174.0
AA,LAS,MSY,1500.0
AA,LAS,ORD,1514.0
AA,LAS,PHL,2176.0
AA,LAS,PHX,255.0
AA,LAS,SFO,414.0
AA,LAX,ATL,1947.0
AA,LAX,AUS,1242.0
AA,LAX,BNA,1797.0
AA,LAX,BOS,2611.0
AA,LAX,CLT,2125.0
AA,LAX,DCA,2311.0
AA,LAX,DFW,1235.0
AA,LAX,DTW,1979.0
AA,LAX,EGE,748.0
AA,LAX,ELP,715.0
AA,LAX,HNL,2556.0
AA,LAX,IND,1814.0
AA,LAX,JFK,2475.0
AA,LAX,KOA,2504.0
AA,LAX,LAS,236.0
AA,LAX,LIH,2615.0
AA,LAX,MCO,2218.0
AA,LAX,MIA,2342.0
AA,LAX,OGG,2486.0
AA,LAX,OMA,1330.0
AA,LAX,ORD,1744.0
AA,LAX,PHL,2402.0
AA,LAX,PHX,370.0
AA,LAX,RDU,2239.0
AA,LAX,SAT,1211.0
AA,LAX,SDF,1843.0
AA,LAX,SFO,337.0
AA,LAX,STL,1592.0
AA,LAX,TPA,2158.0
AA,LAX,TUL,1283.0
AA,LBB,DFW,282.0
AA,LBB,PHX,588.0
AA,LEX,CLT,281.0
AA,LEX,DFW,785.0
AA,LGA,BNA,764.0
AA,LGA,BOS,184.0
AA,LGA,CLT,544.0
AA,LGA,DCA,214.0
AA,LGA,DFW,1389.0
AA,LGA,DTW,502.0
AA,LGA,MCO,950.0
AA,LGA,MIA,1096.0
AA,LGA,MSY,1183.0
AA,LGA,ORD,733.0
AA,LGA,PBI,1035.0
AA,LGA,PIT,335.0
AA,LGA,RDU,431.0
AA,LGA,RSW,1080.0
AA,LGA,SDF,659.0
AA,LGA,SRQ,1047.0
AA,LGA,STL,888.0
AA,LGA,TPA,1010.0
AA,LIH,LAX,2615.0
AA,LIH,PHX,2979.0
AA,LIT,CLT,640.0
AA,LIT,DFW,304.0
AA,MCI,CLT,808.0
AA,MCI,DCA,949.0
AA,MCI,DFW,460.0
AA,MCI,LAS,1139.0
AA,MCI,MIA,1251.0
AA,MCI,ORD,403.0
AA,MCI,PHL,1038.0
AA,MCI,PHX,1044.0
AA,MCO,AUS,994.0
AA,MCO,CLT,468.0
AA,MCO,DCA,759.0
AA,MCO,DFW,985.0
AA,MCO,LAX,2218.0
AA,MCO,LGA,950.0
AA,MCO,MIA,192.0
AA,MCO,ORD,1005.0
AA,MCO,PHL,861.0
AA,MCO,PHX,1849.0
AA,MDT,CLT,413.0
AA,MDT,DFW,1231.0
AA,MDT,PHX,1995.0
AA,MEM,CLT,511.0
AA,MEM,DFW,431.0
AA,MEM,MIA,859.0
AA,MEM,PHL,875.0
AA,MEM,PHX,1264.0
AA,MFE,DFW,469.0
AA,MFE,PHX,965.0
AA,MHT,CLT,737.0
AA,MIA,ATL,594.0
AA,MIA,AUS,1103.0
AA,MIA,BDL,1194.0
AA,MIA,BNA,806.0
AA,MIA,BOS,1258.0
AA,MIA,BUF,1185.0
AA,MIA,BWI,946.0
AA,MIA,CHS,489.0
AA,MIA,CLE,1080.0
AA,MIA,CLT,650.0
AA,MIA,CMH,990.0
AA,MIA,CVG,948.0
AA,MIA,DCA,919.0
AA,MIA,DEN,1709.0
AA,MIA,DFW,1121.0
AA,MIA,DTW,1145.0
AA,MIA,EGE,1810.0
AA,MIA,EWR,1085.0
AA,MIA,GRR,1214.0
AA,MIA,IAH,964.0
AA,MIA,IND,1020.0
AA,MIA,JAX,335.0
AA,MIA,JFK,1089.0
AA,MIA,LAS,2174.0
AA,MIA,LAX,2342.0
AA,MIA,LGA,1096.0
AA,MIA,MCI,1251.0
AA,MIA,MCO,192.0
AA,MIA,MEM,859.0
AA,MIA,MKE,1258.0
AA,MIA,MSP,1501.0
AA,MIA,MSY,675.0
AA,MIA,OKC,1222.0
AA,MIA,OMA,1393.0
AA,MIA,ORD,1197.0
AA,MIA,ORF,802.0
AA,MIA,PDX,2700.0
AA,MIA,PHL,1013.0
AA,MIA,PHX,1972.0
AA,MIA,PIT,1013.0
AA,MIA,RDU,700.0
AA,MIA,RIC,825.0
AA,MIA,SAN,2267.0
AA,MIA,SAT,1143.0
AA,MIA,SAV,440.0
AA,MIA,SBN,1150.0
AA,MIA,SDF,910.0
AA,MIA,SEA,2724.0
AA,MIA,SFO,2585.0
AA,MIA,SJU,1045.0
AA,MIA,SLC,2088.0
AA,MIA,SMF,2552.0
AA,MIA,SNA,2310.0
AA,MIA,STL,1068.0
AA,MIA,STT,1107.0
AA,MIA,STX,1139.0
AA,MIA,TPA,204.0
AA,MKE,CLT,651.0
AA,MKE,DCA,634.0
AA,MKE,DFW,853.0
AA,MKE,MIA,1258.0
AA,MKE,PHL,690.0
AA,MKE,PHX,1460.0
AA,MRY,DFW,1430.0
AA,MRY,PHX,598.0
AA,MSN,BHM,675.0
AA,MSN,BOS,932.0
AA,MSN,CLT,708.0
AA,MSN,DFW,821.0
AA,MSN,ORD,108.0
AA,MSN,PHL,764.0
AA,MSN,PHX,1396.0
AA,MSO,DFW,1320.0
AA,MSP,CLT,930.0
AA,MSP,DCA,931.0
AA,MSP,DFW,852.0
AA,MSP,MIA,1501.0
AA,MSP,ORD,334.0
AA,MSP,PHL,980.0
AA,MSP,PHX,1276.0
AA,MSY,AUS,444.0
AA,MSY,CLT,651.0
AA,MSY,DCA,969.0
AA,MSY,DFW,447.0
AA,MSY,LAS,1500.0
AA,MSY,LGA,1183.0
AA,MSY,MIA,675.0
AA,MSY,ORD,837.0
AA,MSY,PHL,1089.0
AA,MSY,PHX,1300.0
AA,MTJ,DFW,722.0
AA,MYR,CLT,157.0
AA,MYR,DFW,1048.0
AA,MYR,ORD,753.0
AA,OGG,DFW,3711.0
AA,OGG,LAX,2486.0
AA,OGG,PHX,2845.0
AA,OKC,CLT,940.0
AA,OKC,DCA,1158.0
AA,OKC,DFW,175.0
AA,OKC,MIA,1222.0
AA,OKC,PHX,833.0
AA,OKC,TYS,766.0
AA,OMA,CLT,913.0
AA,OMA,DFW,583.0
AA,OMA,LAX,1330.0
AA,OMA,MIA,1393.0
AA,OMA,ORD,416.0
AA,OMA,PHX,1037.0
AA,ONT,CLT,2078.0
AA,ONT,DFW,1188.0
AA,ONT,PHX,325.0
AA,ORD,ABQ,1118.0
AA,ORD,ANC,2846.0
AA,ORD,ATL,606.0
AA,ORD,AUS,977.0
AA,ORD,BDL,783.0
AA,ORD,BHM,584.0
AA,ORD,BNA,409.0
AA,ORD,BOS,867.0
AA,ORD,BUF,474.0
AA,ORD,BWI,622.0
AA,ORD,BZN,1185.0
AA,ORD,CHS,760.0
AA,ORD,CID,196.0
AA,ORD,CLE,316.0
AA,ORD,CLT,599.0
AA,ORD,CMH,296.0
AA,ORD,DCA,612.0
AA,ORD,DEN,888.0
AA,ORD,DFW,802.0
AA,ORD,DSM,299.0
AA,ORD,DTW,235.0
AA,ORD,EGE,1007.0
AA,ORD,ELP,1236.0
AA,ORD,EWR,719.0
AA,ORD,FCA,1352.0
AA,ORD,FLL,1182.0
AA,ORD,GRR,137.0
AA,ORD,IAH,925.0
AA,ORD,IND,177.0
AA,ORD,JAC,1162.0
AA,ORD,JAX,864.0
AA,ORD,JFK,740.0
AA,ORD,LAS,1514.0
AA,ORD,LAX,1744.0
AA,ORD,LGA,733.0
AA,ORD,MCI,403.0
AA,ORD,MCO,1005.0
AA,ORD,MIA,1197.0
AA,ORD,MSN,108.0
AA,ORD,MSP,334.0
AA,ORD,MSY,837.0
AA,ORD,MYR,753.0
AA,ORD,OMA,416.0
AA,ORD,PBI,1144.0
AA,ORD,PDX,1739.0
AA,ORD,PHL,678.0
AA,ORD,PHX,1440.0
AA,ORD,PIT,413.0
AA,ORD,PSP,1651.0
AA,ORD,PVD,849.0
AA,ORD,RDU,646.0
AA,ORD,RNO,1671.0
AA,ORD,RSW,1120.0
AA,ORD,SAN,1723.0
AA,ORD,SAT,1041.0
AA,ORD,SAV,773.0
AA,ORD,SBN,84.0
AA,ORD,SDF,286.0
AA,ORD,SEA,1721.0
AA,ORD,SFO,1846.0
AA,ORD,SJU,2072.0
AA,ORD,SLC,1250.0
AA,ORD,SMF,1781.0
AA,ORD,SNA,1726.0
AA,ORD,SRQ,1050.0
AA,ORD,STL,258.0
AA,ORD,STT,2116.0
AA,ORD,SYR,607.0
AA,ORD,TPA,1012.0
AA,ORD,TUS,1437.0
AA,ORD,VPS,796.0
AA,ORD,XNA,522.0
AA,ORF,CLT,290.0
AA,ORF,DFW,1212.0
AA,ORF,MIA,802.0
AA,PBI,BOS,1197.0
AA,PBI,CLT,590.0
AA,PBI,DCA,857.0
AA,PBI,DFW,1102.0
AA,PBI,LGA,1035.0
AA,PBI,ORD,1144.0
AA,PBI,PHL,951.0
AA,PDX,CLT,2282.0
AA,PDX,DFW,1616.0
AA,PDX,MIA,2700.0
AA,PDX,ORD,1739.0
AA,PDX,PHL,2406.0
AA,PDX,PHX,1009.0
AA,PHL,ATL,666.0
AA,PHL,AUS,1430.0
AA,PHL,BDL,196.0
AA,PHL,BGR,473.0
AA,PHL,BNA,675.0
AA,PHL,BOS,280.0
AA,PHL,BTV,335.0
AA,PHL,BUF,279.0
AA,PHL,CHS,550.0
AA,PHL,CLE,363.0
AA,PHL,CLT,449.0
AA,PHL,CMH,406.0
AA,PHL,CVG,507.0
AA,PHL,DCA,119.0
AA,PHL,DEN,1558.0
AA,PHL,DFW,1303.0
AA,PHL,DTW,453.0
AA,PHL,EYW,1121.0
AA,PHL,FLL,992.0
AA,PHL,IAH,1325.0
AA,PHL,IND,588.0
AA,PHL,JAX,742.0
AA,PHL,LAS,2176.0
AA,PHL,LAX,2402.0
AA,PHL,MCI,1038.0
AA,PHL,MCO,861.0
AA,PHL,MEM,875.0
AA,PHL,MIA,1013.0
AA,PHL,MKE,690.0
AA,PHL,MSN,764.0
AA,PHL,MSP,980.0
AA,PHL,MSY,1089.0
AA,PHL,ORD,678.0
AA,PHL,PBI,951.0
AA,PHL,PDX,2406.0
AA,PHL,PHX,2075.0
AA,PHL,PIT,268.0
AA,PHL,PNS,935.0
AA,PHL,PVD,237.0
AA,PHL,PWM,364.0
AA,PHL,RDU,337.0
AA,PHL,RSW,993.0
AA,PHL,SAN,2370.0
AA,PHL,SAT,1496.0
AA,PHL,SAV,629.0
AA,PHL,SDF,576.0
AA,PHL,SEA,2378.0
AA,PHL,SFO,2521.0
AA,PHL,SJU,1576.0
AA,PHL,SLC,1927.0
AA,PHL,SRQ,957.0
AA,PHL,STL,814.0
AA,PHL,STT,1605.0
AA,PHL,TPA,920.0
AA,PHX,ABQ,328.0
AA,PHX,AGS,1731.0
AA,PHX,ATL,1587.0
AA,PHX,AUS,872.0
AA,PHX,BFL,425.0
AA,PHX,BNA,1449.0
AA,PHX,BOI,735.0
AA,PHX,BOS,2300.0
AA,PHX,BUR,369.0
AA,PHX,CID,1252.0
AA,PHX,CLE,1737.0
AA,PHX,CLT,1773.0
AA,PHX,CMH,1670.0
AA,PHX,CVG,1569.0
AA,PHX,DCA,1979.0
AA,PHX,DEN,602.0
AA,PHX,DFW,868.0
AA,PHX,DSM,1150.0
AA,PHX,DTW,1671.0
AA,PHX,ELP,347.0
AA,PHX,EUG,952.0
AA,PHX,EWR,2133.0
AA,PHX,FAT,493.0
AA,PHX,GEG,1020.0
AA,PHX,GRR,1574.0
AA,PHX,HNL,2917.0
AA,PHX,IAH,1009.0
AA,PHX,ICT,870.0
AA,PHX,IND,1488.0
AA,PHX,JAX,1786.0
AA,PHX,JFK,2153.0
AA,PHX,KOA,2860.0
AA,PHX,LAS,255.0
AA,PHX,LAX,370.0
AA,PHX,LBB,588.0
AA,PHX,LIH,2979.0
AA,PHX,MCI,1044.0
AA,PHX,MCO,1849.0
AA,PHX,MEM,1264.0
AA,PHX,MFE,965.0
AA,PHX,MIA,1972.0
AA,PHX,MKE,1460.0
AA,PHX,MRY,598.0
AA,PHX,MSN,1396.0
AA,PHX,MSP,1276.0
AA,PHX,MSY,1300.0
AA,PHX,OGG,2845.0
AA,PHX,OKC,833.0
AA,PHX,OMA,1037.0
AA,PHX,ONT,325.0
AA,PHX,ORD,1440.0
AA,PHX,PDX,1009.0
AA,PHX,PHL,2075.0
AA,PHX,PIT,1814.0
AA,PHX,PSP,261.0
AA,PHX,RDU,1891.0
AA,PHX,RNO,601.0
AA,PHX,SAN,304.0
AA,PHX,SAT,843.0
AA,PHX,SBA,455.0
AA,PHX,SBP,509.0
AA,PHX,SDF,1506.0
AA,PHX,SEA,1107.0
AA,PHX,SFO,651.0
AA,PHX,SJC,621.0
AA,PHX,SLC,507.0
AA,PHX,SMF,647.0
AA,PHX,SNA,338.0
AA,PHX,STL,1262.0
AA,PHX,TPA,1788.0
AA,PHX,TUS,110.0
AA,PIT,CLT,366.0
AA,PIT,DCA,204.0
AA,PIT,DFW,1067.0
AA,PIT,LGA,335.0
AA,PIT,MIA,1013.0
AA,PIT,ORD,413.0
AA,PIT,PHL,268.0
AA,PIT,PHX,1814.0
AA,PNS,CLT,488.0
AA,PNS,DCA,816.0
AA,PNS,DFW,604.0
AA,PNS,PHL,935.0
AA,PSP,DFW,1126.0
AA,PSP,ORD,1651.0
AA,PSP,PHX,261.0
AA,PVD,CLT,683.0
AA,PVD,DCA,356.0
AA,PVD,ORD,849.0
AA,PVD,PHL,237.0
AA,PWM,CLT,813.0
AA,PWM,DCA,482.0
AA,PWM,DFW,1622.0
AA,PWM,PHL,364.0
AA,RAP,CLT,1322.0
AA,RAP,DFW,835.0
AA,RDM,DFW,1514.0
AA,RDU,AUS,1162.0
AA,RDU,CLT,130.0
AA,RDU,DCA,227.0
AA,RDU,DFW,1061.0
AA,RDU,JFK,427.0
AA,RDU,LAX,2239.0
AA,RDU,LGA,431.0
AA,RDU,MIA,700.0
AA,RDU,ORD,646.0
AA,RDU,PHL,337.0
AA,RDU,PHX,1891.0
AA,RDU,SDF,415.0
AA,RIC,CLT,257.0
AA,RIC,DFW,1158.0
AA,RIC,MIA,825.0
AA,RNO,DFW,1345.0
AA,RNO,ORD,1671.0
AA,RNO,PHX,601.0
AA,ROC,CLT,573.0
AA,RSW,CLT,600.0
AA,RSW,DCA,892.0
AA,RSW,DFW,1017.0
AA,RSW,LGA,1080.0
AA,RSW,ORD,1120.0
AA,RSW,PHL,993.0
AA,SAN,CLT,2077.0
AA,SAN,DFW,1171.0
AA,SAN,MIA,2267.0
AA,SAN,ORD,1723.0
AA,SAN,PHL,2370.0
AA,SAN,PHX,304.0
AA,SAT,CLT,1095.0
AA,SAT,DFW,247.0
AA,SAT,LAX,1211.0
AA,SAT,MIA,1143.0
AA,SAT,ORD,1041.0
AA,SAT,PHL,1496.0
AA,SAT,PHX,843.0
AA,SAV,CLT,213.0
AA,SAV,DFW,925.0
AA,SAV,MIA,440.0
AA,SAV,ORD,773.0
AA,SAV,PHL,629.0
AA,SBA,DFW,1316.0
AA,SBA,PHX,455.0
AA,SBN,MIA,1150.0
AA,SBN,ORD,84.0
AA,SBP,DFW,1360.0
AA,SBP,PHX,509.0
AA,SDF,CLT,335.0
AA,SDF,DCA,474.0
AA,SDF,DFW,733.0
AA,SDF,LAX,1843.0
AA,SDF,LGA,659.0
AA,SDF,MIA,910.0
AA,SDF,ORD,286.0
AA,SDF,PHL,576.0
AA,SDF,PHX,1506.0
AA,SDF,RDU,415.0
AA,SEA,CLT,2279.0
AA,SEA,DFW,1660.0
AA,SEA,MIA,2724.0
AA,SEA,ORD,1721.0
AA,SEA,PHL,2378.0
AA,SEA,PHX,1107.0
AA,SFO,CLT,2296.0
AA,SFO,DFW,1464.0
AA,SFO,JFK,2586.0
AA,SFO,LAS,414.0
AA,SFO,LAX,337.0
AA,SFO,MIA,2585.0
AA,SFO,ORD,1846.0
AA,SFO,PHL,2521.0
AA,SFO,PHX,651.0
AA,SJC,DFW,1438.0
AA,SJC,PHX,621.0
AA,SJU,CLT,1475.0
AA,SJU,DFW,2165.0
AA,SJU,MIA,1045.0
AA,SJU,ORD,2072.0
AA,SJU,PHL,1576.0
AA,SLC,CLT,1727.0
AA,SLC,DFW,989.0
AA,SLC,MIA,2088.0
AA,SLC,ORD,1250.0
AA,SLC,PHL,1927.0
AA,SLC,PHX,507.0
AA,SMF,CLT,2244.0
AA,SMF,DFW,1431.0
AA,SMF,MIA,2552.0
AA,SMF,ORD,1781.0
AA,SMF,PHX,647.0
AA,SNA,AUS,1209.0
AA,SNA,CLT,2099.0
AA,SNA,DFW,1205.0
AA,SNA,JFK,2454.0
AA,SNA,MIA,2310.0
AA,SNA,ORD,1726.0
AA,SNA,PHX,338.0
AA,SRQ,CLT,547.0
AA,SRQ,DCA,851.0
AA,SRQ,DFW,945.0
AA,SRQ,LGA,1047.0
AA,SRQ,ORD,1050.0
AA,SRQ,PHL,957.0
AA,STL,CLT,575.0
AA,STL,DCA,719.0
AA,STL,DFW,550.0
AA,STL,LAX,1592.0
AA,STL,LGA,888.0
AA,STL,MIA,1068.0
AA,STL,ORD,258.0
AA,STL,PHL,814.0
AA,STL,PHX,1262.0
AA,STS,DFW,1495.0
AA,STT,CLT,1520.0
AA,STT,DFW,2225.0
AA,STT,JFK,1623.0
AA,STT,MIA,1107.0
AA,STT,ORD,2116.0
AA,STT,PHL,1605.0
AA,STX,CLT,1562.0
AA,STX,MIA,1139.0
AA,SYR,CLT,603.0
AA,SYR,DCA,298.0
AA,SYR,DFW,1336.0
AA,SYR,ORD,607.0
AA,TPA,AUS,928.0
AA,TPA,CLT,507.0
AA,TPA,DCA,814.0
AA,TPA,DFW,929.0
AA,TPA,LAX,2158.0
AA,TPA,LGA,1010.0
AA,TPA,MIA,204.0
AA,TPA,ORD,1012.0
AA,TPA,PHL,920.0
AA,TPA,PHX,1788.0
AA,TUL,CLT,842.0
AA,TUL,DCA,1049.0
AA,TUL,DFW,237.0
AA,TUL,LAX,1283.0
AA,TUS,DFW,813.0
AA,TUS,ORD,1437.0
AA,TUS,PHX,110.0
AA,TVC,DFW,1022.0
AA,TYS,CLT,177.0
AA,TYS,DFW,772.0
AA,TYS,OKC,766.0
AA,VPS,CLT,460.0
AA,VPS,DCA,789.0
AA,VPS,DFW,641.0
AA,VPS,ORD,796.0
AA,XNA,CLT,754.0
AA,XNA,DFW,280.0
AA,XNA,ORD,522.0
AS,ABQ,PDX,1111.0
AS,ABQ,SEA,1180.0
AS,ADK,ANC,1192.0
AS,ADQ,ANC,253.0
AS,AKN,ANC,288.0
AS,ANC,ADK,1192.0
AS,ANC,ADQ,253.0
AS,ANC,AKN,288.0
AS,ANC,BET,399.0
AS,ANC,BRW,725.0
AS,ANC,CDV,160.0
AS,ANC,DEN,2405.0
AS,ANC,DLG,329.0
AS,ANC,FAI,261.0
AS,ANC,HNL,2777.0
AS,ANC,JFK,3386.0
AS,ANC,JNU,571.0
AS,ANC,KOA,2874.0
AS,ANC,LAS,2304.0
AS,ANC,LAX,2345.0
AS,ANC,MSP,2519.0
AS,ANC,OGG,2797.0
AS,ANC,OME,539.0
AS,ANC,ORD,2846.0
AS,ANC,OTZ,548.0
AS,ANC,PDX,1542.0
AS,ANC,PHX,2552.0
AS,ANC,SAN,2452.0
AS,ANC,SCC,626.0
AS,ANC,SEA,1448.0
AS,ANC,SFO,2018.0
AS,ANC,SLC,2125.0
AS,ATL,PDX,2172.0
AS,ATL,SAN,1892.0
AS,ATL,SEA,2182.0
AS,AUS,PDX,1715.0
AS,AUS,SAN,1164.0
AS,AUS,SEA,1770.0
AS,AUS,SFO,1504.0
AS,BET,ANC,399.0
AS,BNA,PDX,1973.0
AS,BNA,SEA,1978.0
AS,BOI,SAN,749.0
AS,BOI,SEA,399.0
AS,BOS,PDX,2537.0
AS,BOS,SAN,2588.0
AS,BOS,SEA,2496.0
AS,BOS,SFO,2704.0
AS,BRW,ANC,725.0
AS,BUR,PDX,817.0
AS,BUR,SEA,937.0
AS,BWI,SEA,2335.0
AS,BZN,SEA,543.0
AS,CDV,ANC,160.0
AS,CDV,YAK,213.0
AS,CHS,SEA,2415.0
AS,CLE,PIT,106.0
AS,CLE,SEA,2021.0
AS,CMH,SEA,2016.0
AS,CVG,SEA,1965.0
AS,DAL,SEA,1670.0
AS,DAL,SFO,1476.0
AS,DCA,LAX,2311.0
AS,DCA,PDX,2350.0
AS,DCA,SEA,2329.0
AS,DCA,SFO,2442.0
AS,DEN,ANC,2405.0
AS,DEN,PDX,991.0
AS,DEN,SEA,1024.0
AS,DFW,PDX,1616.0
AS,DFW,SEA,1660.0
AS,DLG,ANC,329.0
AS,DTW,SEA,1927.0
AS,EUG,SEA,234.0
AS,EWR,LAX,2454.0
AS,EWR,PDX,2434.0
AS,EWR,SAN,2425.0
AS,EWR,SEA,2402.0
AS,EWR,SFO,2565.0
AS,FAI,ANC,261.0
AS,FAI,SEA,1533.0
AS,FAT,SAN,314.0
AS,FAT,SEA,748.0
AS,FLL,LAX,2343.0
AS,FLL,PDX,2694.0
AS,FLL,SAN,2269.0
AS,FLL,SEA,2717.0
AS,FLL,SFO,2584.0
AS,GEG,LAX,945.0
AS,GEG,SAN,1027.0
AS,GEG,SEA,224.0
AS,GEG,SFO,733.0
AS,GST,JNU,41.0
AS,HNL,ANC,2777.0
AS,HNL,LAX,2556.0
AS,HNL,PAE,2694.0
AS,HNL,PDX,2603.0
AS,HNL,SAN,2614.0
AS,HNL,SEA,2677.0
AS,HNL,SFO,2398.0
AS,HNL,SJC,2417.0
AS,IAD,LAX,2288.0
AS,IAD,SAN,2253.0
AS,IAD,SEA,2306.0
AS,IAD,SFO,2419.0
AS,IAH,SEA,1874.0
AS,IND,SEA,1866.0
AS,JAC,SEA,621.0
AS,JAC,SFO,737.0
AS,JFK,ANC,3386.0
AS,JFK,LAS,2248.0
AS,JFK,PDX,2454.0
AS,JFK,PSP,2378.0
AS,JFK,SAN,2446.0
AS,JFK,SEA,2422.0
AS,JFK,SFO,2586.0
AS,JNU,ANC,571.0
AS,JNU,GST,41.0
AS,JNU,KTN,234.0
AS,JNU,PSG,123.0
AS,JNU,SEA,909.0
AS,JNU,SIT,95.0
AS,JNU,YAK,198.0
AS,KOA,ANC,2874.0
AS,KOA,PDX,2607.0
AS,KOA,SAN,2556.0
AS,KOA,SEA,2688.0
AS,KOA,SJC,2384.0
AS,KTN,JNU,234.0
AS,KTN,SEA,680.0
AS,KTN,SIT,183.0
AS,KTN,WRG,82.0
AS,LAS,ANC,2304.0
AS,LAS,JFK,2248.0
AS,LAS,LAX,236.0
AS,LAS,PAE,894.0
AS,LAS,PDX,763.0
AS,LAS,SEA,867.0
AS,LAS,SFO,414.0
AS,LAS,SJC,386.0
AS,LAX,ANC,2345.0
AS,LAX,DCA,2311.0
AS,LAX,EWR,2454.0
AS,LAX,FLL,2343.0
AS,LAX,GEG,945.0
AS,LAX,HNL,2556.0
AS,LAX,IAD,2288.0
AS,LAX,LAS,236.0
AS,LAX,OGG,2486.0
AS,LAX,PAE,984.0
AS,LAX,PDX,834.0
AS,LAX,RSW,2238.0
AS,LAX,SEA,954.0
AS,LAX,SFO,337.0
AS,LAX,TPA,2158.0
AS,LIH,PDX,2631.0
AS,LIH,SAN,2676.0
AS,LIH,SEA,2701.0
AS,LIH,SJC,2466.0
AS,MCI,SEA,1489.0
AS,MCO,PDX,2534.0
AS,MCO,SAN,2149.0
AS,MCO,SEA,2554.0
AS,MCO,SFO,2446.0
AS,MIA,PDX,2700.0
